Brand Name,Generic Name,Has Boxed Warning,Boxed Warning Details
Metformin hydrochloride ER,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin­ associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin­ associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [see Warnings and Precautions (5.1)]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [see Dosage and Administration (2.3) , (2.7) , Contraindications (4), Warnings and Precautions (5.1)]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. • Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. (5.1) • Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin­ associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. (5.1) • If lactic acidosis is suspected, discontinue Metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. (5.1)"
QUINAPRIL,QUINAPRIL,No,No Boxed Warning
Metoprolol succinate,METOPROLOL SUCCINATE,No,No Boxed Warning
Irbesartan,IRBESARTAN,Yes,"WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue irbesartan tablets as soon as possible [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 )]. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 ) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue irbesartan tablets as soon as possible. ( 5.1 , 8.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 , 8.1 )"
Nifedipine,NIFEDIPINE,No,No Boxed Warning
DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,No,No Boxed Warning
Lovastatin,LOVASTATIN,No,No Boxed Warning
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
Nifedipine,NIFEDIPINE,No,No Boxed Warning
Atorvastatin Calcium,ATORVASTATIN CALCIUM,No,No Boxed Warning
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) When pregnancy is detected, discontinue losartan potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ] ."
JANUVIA,SITAGLIPTIN,No,No Boxed Warning
Glipizide and Metformin Hydrochloride,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Post-marketing cases of metformin-associated lactic acidosis have resulted in death,hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (> 5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally > 5 mcg/mL [see PRECAUTIONS ] Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g., carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [see PRECAUTIONS ]. If metformin-associated lactic acidosis is suspected, immediately discontinue glipizide and metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see PRECAUTIONS ]."
Losortan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 )]."
SPIRONOLACTONE,SPIRONOLACTONE,No,No Boxed Warning
Glipizide,GLIPIZIDE,No,No Boxed Warning
Glipizide,GLIPIZIDE,No,No Boxed Warning
Telmisartan and Hydrochlorothiazide,TELMISARTAN AND HYDROCHLOROTHIAZIDE,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue telmisartan and hydrochlorothiazide as soon as possible [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 )] . Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 )] . WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue telmisartan and hydrochlorothiazide as soon as possible. ( 5.1 , 8.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 , 8.1 )"
Amlodipine and Olmesartan Medoxomil,AMLODIPINE AND OLMESARTAN MEDOXOMIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue amlodipine and olmesartan medoxomil tablets as soon as possible ( 5.1 , 8.1 ). Drugs that act directly on the renin-angiotensin system (RAS) can cause injury and death to the developing fetus ( 5.1 , 8.1 ). WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue amlodipine and olmesartan medoxomil tablets as soon as possible ( 5.1 , 8.1 ). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus ( 5.1 , 8.1 )."
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 )]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Glimepiride,GLIMEPIRIDE,No,No Boxed Warning
Amlodipine Besylate,AMLODIPINE BESYLATE,No,No Boxed Warning
Quinapril,QUINAPRIL,Yes,"WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue quinapril tablets as soon as possible. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. See WARNINGS : Fetal Toxicity"
Valsartan and Hydrochlorothiazide,VALSARTAN AND HYDROCHLOROTHIAZIDE,Yes,"WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. ( 5.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. ( 5.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
PIOGLITAZONE,PIOGLITAZONE,Yes,"WARNING: CONGESTIVE HEART FAILURE • Thiazolidinediones, including pioglitazone tablets, cause or exacerbate congestive heart failure in some patients [see Warnings and Precautions (5.1) ] . • After initiation of pioglitazone tablets, and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone tablets must be considered. • Pioglitazone tablets are not recommended in patients with symptomatic heart failure. • Initiation of pioglitazone tablets in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated [see Contraindications (4) and Warnings and Precautions (5.1) ] . WARNING: CONGESTIVE HEART FAILURE See full prescribing information for complete boxed warning. • Thiazolidinediones, including pioglitazone tablets, cause or exacerbate congestive heart failure in some patients. (5.1) • After initiation of pioglitazone tablets, and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone tablets must be considered. (5.1) • Pioglitazone tablets are not recommended in patients with symptomatic heart failure. (5.1) • Initiation of pioglitazone tablets in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated. ( 4 , 5.1 )"
Atenolol,ATENOLOL,No,No Boxed Warning
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,Yes,"WARNING: ISCHEMIC HEART DISEASE: Following abrupt cessation of therapy with certain beta-blocking agents, exacerbations of angina pectoris and, in some cases, myocardial infarction have occurred. When discontinuing chronically administered metoprolol succinate extended-release tablets, particularly in patients with ischemic heart disease, the dosage should be gradually reduced over a period of 1 - 2 weeks and the patient should be carefully monitored. If angina markedly worsens or acute coronary insufficiency develops, metoprolol succinate extended-release tablet administration should be reinstated promptly, at least temporarily, and other measures appropriate for the management of unstable angina should be taken. Warn patients against interruption or discontinuation of therapy without the physician’s advice. Because coronary artery disease is common and may be unrecognized, it may be prudent not to discontinue metoprolol succinate extended-release tablet therapy abruptly even in patients treated only for hypertension (5.1). WARNING: ISCHEMIC HEART DISEASE (See Full Prescribing Information for complete boxed warning) Following abrupt cessation of therapy with beta-blocking agents, exacerbations of angina pectoris and myocardial infarction have occurred. Warn patients against interruption or discontinuation of therapy without the physician’s advice. (5.1)"
